2019-05-18T03:05:51.370444: step 1, loss 1.1063, acc 0.5
2019-05-18T03:06:02.167373: step 1198, loss 0.0077167, acc 1
2019-05-18T03:06:02.175373: step 1199, loss 0.0106539, acc 1
2019-05-18T03:06:02.182373: step 1200, loss 0.0088545, acc 1

Evaluation:
2019-05-18T03:06:02.185373: step 1200, loss 0.00595278, acc 1

Saved model checkpoint to C:\Users\micha\PycharmProjects\untitled\runs\1558116350\checkpoints\model-1200

2019-05-18T03:06:02.270388: step 1201, loss 0.00731998, acc 1
2019-05-18T03:06:02.279370: step 1202, loss 0.00984905, acc 1
2019-05-18T03:06:02.289384: step 1203, loss 0.0108752, acc 1
2019-05-18T03:06:02.297383: step 1204, loss 0.00934135, acc 1
2019-05-18T03:06:02.304384: step 1205, loss 0.00977414, acc 1
2019-05-18T03:06:02.313368: step 1206, loss 0.0088045, acc 1
2019-05-18T03:06:02.321368: step 1207, loss 0.0095606, acc 1
2019-05-18T03:06:02.329369: step 1208, loss 0.00935651, acc 1
2019-05-18T03:06:02.336367: step 1209, loss 0.0080554, acc 1
2019-05-18T03:06:02.344368: step 1210, loss 0.00972457, acc 1
2019-05-18T03:06:02.351367: step 1211, loss 0.0111115, acc 1
2019-05-18T03:06:02.358367: step 1212, loss 0.00901794, acc 1
2019-05-18T03:06:02.365366: step 1213, loss 0.00980616, acc 1
2019-05-18T03:06:02.372366: step 1214, loss 0.00809153, acc 1
2019-05-18T03:06:02.379367: step 1215, loss 0.00746512, acc 1
2019-05-18T03:06:02.386366: step 1216, loss 0.00836053, acc 1
2019-05-18T03:06:02.393366: step 1217, loss 0.0100494, acc 1
2019-05-18T03:06:02.399365: step 1218, loss 0.0104265, acc 1
2019-05-18T03:06:02.406365: step 1219, loss 0.0100077, acc 1
2019-05-18T03:06:02.413366: step 1220, loss 0.00783079, acc 1
2019-05-18T03:06:02.420365: step 1221, loss 0.00797256, acc 1
2019-05-18T03:06:02.428365: step 1222, loss 0.00978369, acc 1
2019-05-18T03:06:02.435369: step 1223, loss 0.00833984, acc 1
2019-05-18T03:06:02.442365: step 1224, loss 0.0107542, acc 1
2019-05-18T03:06:02.449364: step 1225, loss 0.00969635, acc 1
2019-05-18T03:06:02.456364: step 1226, loss 0.00824991, acc 1
2019-05-18T03:06:02.463364: step 1227, loss 0.010059, acc 1
2019-05-18T03:06:02.472363: step 1228, loss 0.0104588, acc 1
2019-05-18T03:06:02.480364: step 1229, loss 0.00844564, acc 1
2019-05-18T03:06:02.487363: step 1230, loss 0.00835423, acc 1
2019-05-18T03:06:02.494363: step 1231, loss 0.00855111, acc 1
2019-05-18T03:06:02.501363: step 1232, loss 0.0102935, acc 1
2019-05-18T03:06:02.509363: step 1233, loss 0.00960357, acc 1
2019-05-18T03:06:02.516362: step 1234, loss 0.00941129, acc 1
2019-05-18T03:06:02.524362: step 1235, loss 0.00999767, acc 1
2019-05-18T03:06:02.531362: step 1236, loss 0.0080595, acc 1
2019-05-18T03:06:02.538361: step 1237, loss 0.0092038, acc 1
2019-05-18T03:06:02.548362: step 1238, loss 0.0105784, acc 1
2019-05-18T03:06:02.555361: step 1239, loss 0.00887516, acc 1
2019-05-18T03:06:02.563361: step 1240, loss 0.00870455, acc 1
2019-05-18T03:06:02.570361: step 1241, loss 0.0086421, acc 1
2019-05-18T03:06:02.578361: step 1242, loss 0.009172, acc 1
2019-05-18T03:06:02.585360: step 1243, loss 0.0103431, acc 1
2019-05-18T03:06:02.592359: step 1244, loss 0.00969388, acc 1
2019-05-18T03:06:02.599360: step 1245, loss 0.00977431, acc 1
2019-05-18T03:06:02.605359: step 1246, loss 0.00848191, acc 1
2019-05-18T03:06:02.613359: step 1247, loss 0.0103792, acc 1
2019-05-18T03:06:02.619359: step 1248, loss 0.00797818, acc 1
2019-05-18T03:06:02.626358: step 1249, loss 0.00926269, acc 1
2019-05-18T03:06:02.633359: step 1250, loss 0.0111059, acc 1
2019-05-18T03:06:02.641358: step 1251, loss 0.00897322, acc 1
2019-05-18T03:06:02.648358: step 1252, loss 0.009602, acc 1
2019-05-18T03:06:02.655359: step 1253, loss 0.00783788, acc 1
2019-05-18T03:06:02.662358: step 1254, loss 0.00982404, acc 1
2019-05-18T03:06:02.670358: step 1255, loss 0.00827488, acc 1
2019-05-18T03:06:02.678357: step 1256, loss 0.00763309, acc 1
2019-05-18T03:06:02.686357: step 1257, loss 0.00989776, acc 1
2019-05-18T03:06:02.694358: step 1258, loss 0.0077721, acc 1
2019-05-18T03:06:02.704357: step 1259, loss 0.00934994, acc 1
2019-05-18T03:06:02.713356: step 1260, loss 0.00876387, acc 1
2019-05-18T03:06:02.724356: step 1261, loss 0.0101129, acc 1
2019-05-18T03:06:02.732357: step 1262, loss 0.00937968, acc 1
2019-05-18T03:06:02.741356: step 1263, loss 0.00830829, acc 1
2019-05-18T03:06:02.751356: step 1264, loss 0.00851376, acc 1
2019-05-18T03:06:02.762355: step 1265, loss 0.00958624, acc 1
2019-05-18T03:06:02.771355: step 1266, loss 0.00919634, acc 1
2019-05-18T03:06:02.780354: step 1267, loss 0.0095487, acc 1
2019-05-18T03:06:02.786353: step 1268, loss 0.00857575, acc 1
2019-05-18T03:06:02.794353: step 1269, loss 0.00849976, acc 1
2019-05-18T03:06:02.801353: step 1270, loss 0.00809621, acc 1
2019-05-18T03:06:02.808353: step 1271, loss 0.00944339, acc 1
2019-05-18T03:06:02.816353: step 1272, loss 0.00786606, acc 1
2019-05-18T03:06:02.823353: step 1273, loss 0.01034, acc 1
2019-05-18T03:06:02.829352: step 1274, loss 0.00866551, acc 1
2019-05-18T03:06:02.836352: step 1275, loss 0.0102893, acc 1
2019-05-18T03:06:02.844352: step 1276, loss 0.00837798, acc 1
2019-05-18T03:06:02.851353: step 1277, loss 0.00960778, acc 1
2019-05-18T03:06:02.858352: step 1278, loss 0.00907772, acc 1
2019-05-18T03:06:02.866351: step 1279, loss 0.00835105, acc 1
2019-05-18T03:06:02.873351: step 1280, loss 0.00842063, acc 1
2019-05-18T03:06:02.882351: step 1281, loss 0.00918444, acc 1
2019-05-18T03:06:02.889350: step 1282, loss 0.00987126, acc 1
2019-05-18T03:06:02.897350: step 1283, loss 0.00873513, acc 1
2019-05-18T03:06:02.905351: step 1284, loss 0.00814611, acc 1
2019-05-18T03:06:02.912351: step 1285, loss 0.00804409, acc 1
2019-05-18T03:06:02.919350: step 1286, loss 0.00803193, acc 1
2019-05-18T03:06:02.928350: step 1287, loss 0.00945938, acc 1
2019-05-18T03:06:02.934349: step 1288, loss 0.0126647, acc 1
2019-05-18T03:06:02.944349: step 1289, loss 0.00995598, acc 1
2019-05-18T03:06:02.952349: step 1290, loss 0.00839618, acc 1
2019-05-18T03:06:02.959348: step 1291, loss 0.00936689, acc 1
2019-05-18T03:06:02.966348: step 1292, loss 0.00858967, acc 1
2019-05-18T03:06:02.973350: step 1293, loss 0.00819601, acc 1
2019-05-18T03:06:02.981347: step 1294, loss 0.00953256, acc 1
2019-05-18T03:06:02.988347: step 1295, loss 0.00814259, acc 1
2019-05-18T03:06:02.996348: step 1296, loss 0.00820732, acc 1
2019-05-18T03:06:03.003347: step 1297, loss 0.00914453, acc 1
2019-05-18T03:06:03.011347: step 1298, loss 0.00989269, acc 1
2019-05-18T03:06:03.018347: step 1299, loss 0.00749206, acc 1
2019-05-18T03:06:03.025347: step 1300, loss 0.0103504, acc 1

Evaluation:
2019-05-18T03:06:03.028346: step 1300, loss 0.00954216, acc 1

Saved model checkpoint to C:\Users\micha\PycharmProjects\untitled\runs\1558116350\checkpoints\model-1300

2019-05-18T03:06:03.112358: step 1301, loss 0.00811074, acc 1
2019-05-18T03:06:03.120343: step 1302, loss 0.00841554, acc 1
2019-05-18T03:06:03.128345: step 1303, loss 0.00811032, acc 1
2019-05-18T03:06:03.136359: step 1304, loss 0.00921682, acc 1
2019-05-18T03:06:03.144343: step 1305, loss 0.0105127, acc 1
2019-05-18T03:06:03.153343: step 1306, loss 0.00968654, acc 1
2019-05-18T03:06:03.161343: step 1307, loss 0.00886861, acc 1
2019-05-18T03:06:03.169342: step 1308, loss 0.00921845, acc 1
2019-05-18T03:06:03.176341: step 1309, loss 0.00741044, acc 1
2019-05-18T03:06:03.184341: step 1310, loss 0.00899638, acc 1
2019-05-18T03:06:03.191342: step 1311, loss 0.00910603, acc 1
2019-05-18T03:06:03.198341: step 1312, loss 0.00893948, acc 1
2019-05-18T03:06:03.205341: step 1313, loss 0.00732235, acc 1
2019-05-18T03:06:03.213340: step 1314, loss 0.00982073, acc 1
2019-05-18T03:06:03.220340: step 1315, loss 0.00829552, acc 1
2019-05-18T03:06:03.226340: step 1316, loss 0.00678404, acc 1
2019-05-18T03:06:03.233340: step 1317, loss 0.00875925, acc 1
2019-05-18T03:06:03.241340: step 1318, loss 0.00942168, acc 1
2019-05-18T03:06:03.248340: step 1319, loss 0.0064208, acc 1
2019-05-18T03:06:03.255339: step 1320, loss 0.0103767, acc 1
2019-05-18T03:06:03.262339: step 1321, loss 0.00815813, acc 1
2019-05-18T03:06:03.269339: step 1322, loss 0.00677059, acc 1
2019-05-18T03:06:03.276339: step 1323, loss 0.00927974, acc 1
2019-05-18T03:06:03.284338: step 1324, loss 0.00995592, acc 1
2019-05-18T03:06:03.291338: step 1325, loss 0.00832169, acc 1
2019-05-18T03:06:03.298338: step 1326, loss 0.0101399, acc 1
2019-05-18T03:06:03.305338: step 1327, loss 0.00986028, acc 1
2019-05-18T03:06:03.315338: step 1328, loss 0.00849067, acc 1
2019-05-18T03:06:03.322337: step 1329, loss 0.00786904, acc 1
2019-05-18T03:06:03.330337: step 1330, loss 0.0094335, acc 1
2019-05-18T03:06:03.337337: step 1331, loss 0.00735397, acc 1
2019-05-18T03:06:03.344336: step 1332, loss 0.00743567, acc 1
2019-05-18T03:06:03.352337: step 1333, loss 0.00957457, acc 1
2019-05-18T03:06:03.360336: step 1334, loss 0.00822536, acc 1
2019-05-18T03:06:03.368335: step 1335, loss 0.00740337, acc 1
2019-05-18T03:06:03.376336: step 1336, loss 0.00853858, acc 1
2019-05-18T03:06:03.383335: step 1337, loss 0.00889462, acc 1
2019-05-18T03:06:03.391335: step 1338, loss 0.00960624, acc 1
2019-05-18T03:06:03.398335: step 1339, loss 0.00874669, acc 1
2019-05-18T03:06:03.406334: step 1340, loss 0.00878277, acc 1
2019-05-18T03:06:03.414334: step 1341, loss 0.00820985, acc 1
2019-05-18T03:06:03.421334: step 1342, loss 0.00839576, acc 1
2019-05-18T03:06:03.429333: step 1343, loss 0.0100006, acc 1
2019-05-18T03:06:03.436333: step 1344, loss 0.00784182, acc 1
2019-05-18T03:06:03.443333: step 1345, loss 0.0092668, acc 1
2019-05-18T03:06:03.450333: step 1346, loss 0.00675855, acc 1
2019-05-18T03:06:03.457333: step 1347, loss 0.0088411, acc 1
2019-05-18T03:06:03.464333: step 1348, loss 0.00796544, acc 1
2019-05-18T03:06:03.471332: step 1349, loss 0.00751617, acc 1
2019-05-18T03:06:03.478332: step 1350, loss 0.010735, acc 1
2019-05-18T03:06:03.484332: step 1351, loss 0.00748814, acc 1
2019-05-18T03:06:03.491331: step 1352, loss 0.00725102, acc 1
2019-05-18T03:06:03.498332: step 1353, loss 0.00908227, acc 1
2019-05-18T03:06:03.505331: step 1354, loss 0.00856514, acc 1
2019-05-18T03:06:03.512332: step 1355, loss 0.00911046, acc 1
2019-05-18T03:06:03.520331: step 1356, loss 0.00947791, acc 1
2019-05-18T03:06:03.527331: step 1357, loss 0.0106984, acc 1
2019-05-18T03:06:03.534331: step 1358, loss 0.00696913, acc 1
2019-05-18T03:06:03.543330: step 1359, loss 0.00967379, acc 1
2019-05-18T03:06:03.550330: step 1360, loss 0.00884475, acc 1
2019-05-18T03:06:03.560329: step 1361, loss 0.00894616, acc 1
2019-05-18T03:06:03.570330: step 1362, loss 0.0111391, acc 1
2019-05-18T03:06:03.577329: step 1363, loss 0.00754741, acc 1
2019-05-18T03:06:03.584329: step 1364, loss 0.00778611, acc 1
2019-05-18T03:06:03.593328: step 1365, loss 0.00817792, acc 1
2019-05-18T03:06:03.601328: step 1366, loss 0.00921606, acc 1
2019-05-18T03:06:03.608328: step 1367, loss 0.00790811, acc 1
2019-05-18T03:06:03.616328: step 1368, loss 0.00836208, acc 1
2019-05-18T03:06:03.623328: step 1369, loss 0.00828416, acc 1
2019-05-18T03:06:03.630327: step 1370, loss 0.00731739, acc 1
2019-05-18T03:06:03.637327: step 1371, loss 0.00722211, acc 1
2019-05-18T03:06:03.644327: step 1372, loss 0.00812218, acc 1
2019-05-18T03:06:03.651326: step 1373, loss 0.00754397, acc 1
2019-05-18T03:06:03.659327: step 1374, loss 0.0067613, acc 1
2019-05-18T03:06:03.665326: step 1375, loss 0.00849739, acc 1
2019-05-18T03:06:03.672326: step 1376, loss 0.00844764, acc 1
2019-05-18T03:06:03.679326: step 1377, loss 0.00928406, acc 1
2019-05-18T03:06:03.686326: step 1378, loss 0.00876096, acc 1
2019-05-18T03:06:03.692325: step 1379, loss 0.00904055, acc 1
2019-05-18T03:06:03.699325: step 1380, loss 0.00731893, acc 1
2019-05-18T03:06:03.706326: step 1381, loss 0.00717586, acc 1
2019-05-18T03:06:03.713325: step 1382, loss 0.00956772, acc 1
2019-05-18T03:06:03.723325: step 1383, loss 0.00817244, acc 1
2019-05-18T03:06:03.732325: step 1384, loss 0.00873734, acc 1
2019-05-18T03:06:03.740325: step 1385, loss 0.00884636, acc 1
2019-05-18T03:06:03.750324: step 1386, loss 0.00792129, acc 1
2019-05-18T03:06:03.762323: step 1387, loss 0.00592583, acc 1
2019-05-18T03:06:03.772323: step 1388, loss 0.00652699, acc 1
2019-05-18T03:06:03.780325: step 1389, loss 0.00627382, acc 1
2019-05-18T03:06:03.788323: step 1390, loss 0.0104078, acc 1
2019-05-18T03:06:03.798322: step 1391, loss 0.00958456, acc 1
2019-05-18T03:06:03.808323: step 1392, loss 0.00950616, acc 1
2019-05-18T03:06:03.817323: step 1393, loss 0.00864624, acc 1
2019-05-18T03:06:03.826325: step 1394, loss 0.00727852, acc 1
2019-05-18T03:06:03.834323: step 1395, loss 0.0105237, acc 1
2019-05-18T03:06:03.842321: step 1396, loss 0.00903822, acc 1
2019-05-18T03:06:03.850321: step 1397, loss 0.0084563, acc 1
2019-05-18T03:06:03.859321: step 1398, loss 0.00827137, acc 1
2019-05-18T03:06:03.867320: step 1399, loss 0.0073853, acc 1
2019-05-18T03:06:03.874320: step 1400, loss 0.0102147, acc 1

Evaluation:
2019-05-18T03:06:03.876320: step 1400, loss 0.00533129, acc 1
